metric,rotation_mean,rotation_std,direct_mean,direct_std
reward,99.72965423915362,39.84967508924067,70.44044870170909,50.889228804725825
kills,7.0,8.690991504617488,21.2,17.78651174345324
spawners,3.9,1.556705923844749,1.9,1.491084616423003
phase,2.3,0.6403124237432849,1.6,0.6110100926607785
