episode,return,status
478,18.092019962502626,success
479,21.05622607140845,success
480,23.378341115345812,success
481,8.699101354971893,success
482,15.21811213220121,success
483,12.135034371679598,success
484,10.975241715249823,success
485,10.890503663154592,success
486,15.831754169263036,success
487,18.017340759539753,success
488,24.366344399826435,success
489,38.77635706044119,timeout
490,10.969977799692524,success
491,30.747768899495487,success
492,13.122970455671787,success
493,15.005878144448209,success
494,18.97295287762633,success
495,18.434841339486944,success
496,23.791828268337984,success
497,13.02401634343799,success
498,15.180152383033997,success
499,21.35202032190701,success
500,16.464035091836593,success
501,39.513130817840654,timeout
502,13.963687703024673,success
503,32.05257379489188,success
504,23.230142469481216,success
505,27.568577792500104,success
506,15.017848451892705,success
507,37.63843125421714,timeout
508,18.21584236810155,success
509,24.69908606163805,success
510,37.152313982284944,success
511,36.81838207010406,success
512,16.535172168496896,success
513,31.451456191213133,success
514,23.51255162163288,success
515,27.223404736200774,success
516,16.060624520213658,success
517,8.368161247296042,success
518,10.93573022898944,success
519,15.086969225631039,success
520,12.971747769535867,success
521,12.402456212931373,success
522,15.990283356590172,success
523,16.483055391983317,success
524,11.91815473096175,success
525,10.738686549397293,success
526,18.05335298397135,success
527,11.668015455724234,success
528,39.149906327773806,timeout
529,36.512012193153005,timeout
530,40.00455517397585,timeout
531,25.387769720823897,success
532,9.825397908552432,success
533,21.325667532628547,success
534,10.995314032479651,success
535,17.777518534975837,success
536,18.49347331150724,success
537,18.873368424531446,success
538,14.26362062092097,success
539,11.00589768465397,success
540,10.173733966141548,success
541,10.105552433472813,success
542,10.082289318627666,success
543,9.280256833759053,success
544,17.214122938715082,success
545,10.985875478704203,success
546,26.86540275979279,success
547,12.22969442378375,success
548,15.15450828090111,success
549,16.84806352179116,success
550,25.636317639607924,success
551,12.735673359301947,success
552,18.70777079761291,success
553,22.769339268090693,success
554,18.88802871798738,success
555,26.10555143073211,success
556,27.091568564896612,timeout
557,25.503817758124978,success
558,15.679031015442202,success
559,20.28461725982195,success
560,17.652254855541507,success
561,10.412655507928099,success
562,15.067281086473043,success
563,37.54369919757696,timeout
564,14.5722399207956,success
565,14.638117960232824,success
566,22.64593953994699,success
567,29.2870860020015,success
568,9.48524563903552,success
569,16.372788541563455,success
570,40.29361681588263,success
571,38.163428682299745,timeout
572,30.460330483741604,success
573,14.21609913586923,success
574,27.996999700749008,success
575,9.495726887596978,success
576,8.483631301133967,success
577,12.995120193880751,success
578,12.88217819381077,success
579,35.34176121286813,timeout
580,16.673857551313322,success
581,14.574989807348993,success
582,36.147868753061395,timeout
583,30.52178243997033,success
584,23.21438596297268,success
585,17.450053624468648,success
586,40.06286748895969,success
587,35.38148888039699,timeout
588,38.84004129160331,timeout
589,22.704990376818515,success
590,35.800840466002924,timeout
591,32.41600292529316,success
592,36.9194341931481,timeout
593,23.89306872331092,success
594,21.95810059366865,success
595,34.47309481066887,success
596,14.384435801745479,success
597,10.948262525044623,success
598,19.356119114638002,success
599,9.570432394552538,success
600,38.18746124266617,timeout
601,11.738513405295615,success
602,36.79293697904578,success
603,19.857719225955492,success
604,37.52135991426199,timeout
605,15.818162104014702,success
606,25.543438267839104,success
607,26.802942089577932,success
608,9.302402926560902,success
609,9.47865263051769,success
610,16.869403352371254,success
611,9.407941952399035,success
612,34.52406870620455,timeout
613,10.607822474059992,success
614,18.58555662022534,success
615,37.33780674023267,timeout
616,36.42908069768762,timeout
617,12.517611369041054,success
618,31.615036681321516,success
619,10.275278163142776,success
620,37.221058132138886,timeout
621,21.30628284436203,success
622,10.314498513023912,success
623,14.182048870319633,success
624,9.852618297672212,success
625,14.167961964565572,success
626,10.492276387883516,success
627,30.2002349224662,success
628,37.066043376839865,timeout
629,36.215809392226085,timeout
630,38.8783060923849,timeout
631,15.282651685296942,success
632,20.640103207693695,success
633,22.10161806642513,success
634,36.46251533847194,timeout
635,16.424065792143534,success
636,11.243494887662477,success
637,36.16627548048553,timeout
638,37.48000456361893,timeout
639,39.173910360282896,timeout
640,25.720674632567533,success
641,36.02347869204227,success
642,11.57549626843187,success
643,17.520223990399966,success
644,12.34613900119736,success
645,9.216879003959265,success
646,17.75981958539394,success
647,37.22006234780522,timeout
648,13.291615239206246,success
649,37.435058924404835,timeout
650,9.241478209872483,success
651,37.777287077854076,timeout
652,36.392441869184175,success
653,9.007895369845896,success
654,23.02643733731053,success
655,22.838749008246154,success
656,37.85690952665367,timeout
657,34.95025951656098,timeout
658,20.088740058287836,success
659,35.555390727694935,timeout
660,34.410658232271125,timeout
661,38.49953888258707,timeout
662,37.60069398506855,timeout
663,11.582821519737927,success
664,11.562832711185411,success
665,34.797634907346485,timeout
666,35.59192468906601,timeout
667,33.52665533394405,success
668,13.97617551539626,success
669,37.38676028712518,timeout
670,13.98661242415309,success
671,16.70128235558655,success
672,16.164448273738845,success
673,23.275973718438454,success
674,35.77421900050933,timeout
675,37.67257001533218,timeout
676,36.53518383200263,timeout
677,37.254899143553516,timeout
678,12.267936823323742,success
679,10.738440622364806,success
680,35.86902191484164,timeout
681,36.93360439939658,timeout
682,37.691785829083805,timeout
683,35.42017135517017,timeout
684,37.688751519373746,timeout
685,38.36181396345491,timeout
686,37.08632546319188,timeout
687,35.29418487049949,timeout
688,10.71094776499468,success
689,13.65567228021348,success
690,36.050461252581954,timeout
691,37.000710872159196,timeout
692,34.24874243118418,timeout
693,36.00950663800013,timeout
694,19.167262962141344,success
695,36.99781722453449,timeout
696,34.80374169122436,timeout
697,36.16373883215721,timeout
698,37.94223214451854,timeout
699,36.596812960558985,timeout
700,37.75123217289881,timeout
701,34.959334324000835,timeout
702,34.47712799835836,timeout
703,36.07048662650566,timeout
704,36.73791815379189,timeout
705,35.76631353766978,timeout
706,36.74909205646873,timeout
707,35.347454234632615,success
708,35.66134535275591,timeout
709,33.192778211951776,success
710,36.08434917897585,timeout
711,35.5144439516016,timeout
712,36.01980288588535,timeout
713,37.0669679116217,timeout
714,36.09896704224406,timeout
715,36.529026170524524,timeout
716,35.26653354813813,timeout
717,36.18310503002846,timeout
718,34.87171001549413,timeout
719,14.557806078264822,success
720,34.07012348838928,timeout
721,36.91760718729825,timeout
722,36.93426535725861,timeout
723,34.122367730669076,timeout
724,33.276626838765466,timeout
725,36.53837529335683,timeout
726,35.72349827424652,timeout
727,34.361071802075784,timeout
728,37.22829614323661,timeout
729,36.88004069690392,timeout
730,35.38957610215605,timeout
731,29.135028280843592,success
732,20.903373636853107,success
733,36.82993743950618,timeout
734,37.89586927455252,timeout
735,35.61940662444253,timeout
736,35.3291579524018,timeout
737,35.051926375404896,timeout
738,36.12778444128793,timeout
739,16.93510518786968,success
740,33.425427997838256,timeout
741,36.63013915827229,timeout
742,34.82538063278632,timeout
743,35.268981018531235,timeout
744,26.9990778865851,success
745,33.4589762754435,timeout
746,35.881818336481004,timeout
747,34.829036050128494,timeout
748,35.6887740892095,timeout
749,36.23973293691085,timeout
750,36.917332890202026,timeout
751,33.446851854686535,timeout
752,12.0496356640316,success
753,36.10600435827447,timeout
754,34.742880127186275,timeout
755,35.865983096802296,timeout
756,33.558761770704805,timeout
757,32.97168825341319,timeout
758,35.9099456038775,timeout
759,22.66742697961341,success
760,34.18081473259508,timeout
761,35.46871116425878,timeout
762,34.588615848154205,timeout
763,9.376299559484421,success
764,11.32524898042798,success
765,35.78059873532819,timeout
766,24.415253509910347,success
767,25.137416553874676,success
768,14.94528968920557,success
769,20.074511753913473,success
770,34.35882082908106,timeout
771,36.03926302287499,timeout
772,33.24722021740085,timeout
773,34.04093439892796,timeout
774,34.27907190609002,timeout
775,32.778884117883784,timeout
776,35.18646657127466,timeout
777,35.84343225850947,timeout
778,14.032588553244501,success
779,32.43468481692493,timeout
780,31.233581325734445,success
781,34.52466681804499,timeout
782,34.29174355703914,success
783,37.83371577467611,timeout
784,37.0692153390703,timeout
785,36.72536034400613,timeout
786,12.802868468460213,success
787,36.78561582799195,timeout
788,33.286630793649515,timeout
789,35.75419800967768,timeout
790,12.8744518483568,success
791,34.45805635954235,timeout
792,35.148883389385446,timeout
793,35.542791164060404,timeout
794,36.08245670006856,timeout
795,32.6912873151608,timeout
796,34.965013369847505,timeout
797,34.335764090913244,timeout
798,31.73520322497725,timeout
799,16.125026916413148,success
800,21.9286772742197,success
