episode,env_return,total_return,status
1,4.0,47.702421606881586,timeout
2,3.0,48.37388970670492,timeout
3,2.0,42.242621305696034,timeout
4,2.0,43.55083794194119,timeout
5,4.0,49.096032735109496,timeout
6,4.0,46.22178593057057,timeout
7,1.0,38.117943664542075,timeout
8,4.0,44.407320513680084,timeout
9,2.0,44.21764764837505,timeout
10,5.0,45.56896554929401,success
11,4.0,48.74092576366638,timeout
12,4.0,46.23864879966491,timeout
13,5.0,24.78751579493598,success
14,4.0,44.18718695162304,timeout
15,2.0,36.641257865380055,timeout
16,2.0,40.08471120022493,timeout
17,5.0,32.64113138787916,success
18,5.0,37.13289263362914,success
19,5.0,24.80595278980499,success
20,2.0,40.31431716039684,timeout
21,5.0,29.662641910955283,success
22,2.0,42.311080188503695,timeout
23,4.0,46.49875384343586,timeout
24,5.0,27.133001882161473,success
25,2.0,45.89105606491039,timeout
26,2.0,41.121912574047464,timeout
27,3.0,45.65156873055239,timeout
28,2.0,45.86556000103848,timeout
29,5.0,33.26075350118688,success
30,2.0,43.34534371876167,timeout
31,2.0,43.02468659351407,timeout
32,2.0,43.162642938078605,timeout
33,5.0,43.36259239601355,success
34,5.0,40.98362373927145,success
35,4.0,49.614925607046665,timeout
36,2.0,43.71057600444056,timeout
37,4.0,45.712790109677904,timeout
38,5.0,27.617950236557437,success
39,3.0,44.575126325535145,timeout
40,4.0,37.85217800473581,timeout
41,4.0,47.00726590429446,timeout
42,3.0,43.53428981316771,timeout
43,5.0,30.555297125784502,success
44,3.0,44.19129044241379,timeout
45,5.0,36.09986529052561,success
46,3.0,44.54660125609606,timeout
47,4.0,45.150389560873364,timeout
48,5.0,35.59912805780157,success
49,5.0,43.406029019225215,success
50,4.0,46.832695729376994,timeout
51,4.0,45.1956801352526,timeout
52,2.0,41.00069337611108,timeout
53,5.0,42.795756235519534,success
54,2.0,40.1722261703152,timeout
55,4.0,46.283247114910886,timeout
56,4.0,43.77837648582118,timeout
57,5.0,44.41877873144015,success
58,3.0,38.159975090544854,timeout
59,1.0,32.86133099428501,timeout
60,5.0,46.87884019605374,success
61,5.0,40.20143427415705,success
62,4.0,34.94786604377673,timeout
63,2.0,45.11803009893933,timeout
64,5.0,41.63588592911568,success
65,4.0,46.87260056978198,timeout
66,5.0,37.831871240821954,success
67,4.0,44.86918970311329,timeout
68,4.0,44.81906163450129,timeout
69,5.0,17.756074131224633,success
70,2.0,41.243277729466136,timeout
71,3.0,41.072135297175876,timeout
72,2.0,42.21687339189202,timeout
73,3.0,46.78519119046387,timeout
74,2.0,42.760429953923556,timeout
75,2.0,39.759958034159446,timeout
76,4.0,48.63408665353643,timeout
77,4.0,44.6932955947893,timeout
78,5.0,45.70607263830531,success
79,3.0,47.00699642991901,timeout
80,3.0,41.13047071889771,timeout
81,5.0,44.53665702118501,success
82,5.0,33.81764600012633,success
83,2.0,41.35412311939731,timeout
84,4.0,44.342236638413766,timeout
85,2.0,38.35816387066856,timeout
86,1.0,38.144930155890464,timeout
87,2.0,44.21289268945897,timeout
88,1.0,39.749525984830385,timeout
89,2.0,41.093909877403135,timeout
90,4.0,46.99909668663307,timeout
91,2.0,36.56394316257263,timeout
92,3.0,44.20273062037038,timeout
93,5.0,28.4349219420496,success
94,5.0,18.93262645647126,success
95,5.0,37.04836988802723,success
96,5.0,40.236879427225404,success
97,3.0,37.54992769075881,timeout
98,5.0,22.45094639184079,success
99,2.0,38.27139084686235,timeout
100,2.0,42.33700840875647,timeout
101,2.0,36.01163221147661,timeout
102,2.0,33.73447653665169,timeout
103,4.0,34.08523734566719,timeout
104,2.0,35.4427597007689,timeout
105,3.0,45.91768296026969,timeout
106,4.0,44.64471958199979,timeout
107,3.0,38.84068228700988,timeout
108,3.0,43.802130564930806,timeout
109,4.0,40.46397880047273,timeout
110,2.0,41.44247237508786,timeout
111,4.0,42.23983399312919,timeout
112,3.0,42.42199392512811,timeout
113,3.0,44.90304160248899,timeout
114,3.0,39.80646294489113,timeout
115,5.0,31.6844815027264,success
116,2.0,39.05636559825037,timeout
117,5.0,26.794413781224513,success
118,2.0,40.70848775195585,timeout
119,2.0,43.9245240409433,timeout
120,5.0,43.637860798411936,success
121,2.0,38.21221180111648,timeout
122,5.0,37.59757818723903,success
123,2.0,40.671679218397244,timeout
124,2.0,35.963985113282035,timeout
125,5.0,38.80973147188291,success
126,2.0,36.659360147429375,timeout
127,3.0,34.925758652277565,timeout
128,4.0,35.75967730754993,timeout
129,5.0,34.13498170134098,success
130,5.0,23.346516446115153,success
131,5.0,45.286102970649004,success
132,2.0,35.51064117294925,timeout
133,2.0,35.69608757512943,timeout
134,5.0,22.33178481319022,success
135,2.0,31.86788499218697,timeout
136,3.0,43.87097163725361,timeout
137,2.0,37.45647059237517,timeout
138,5.0,34.4294489297924,success
139,2.0,32.63005832550544,timeout
140,2.0,32.22449089097946,timeout
141,4.0,46.30931396653681,timeout
142,4.0,39.532262934795575,timeout
143,2.0,38.05778686434825,timeout
144,2.0,39.8851074215134,timeout
145,2.0,34.17246108168184,timeout
146,2.0,36.05606502786804,timeout
147,2.0,37.36141279771893,timeout
148,2.0,36.73705320229684,timeout
149,2.0,35.53189717525146,timeout
150,2.0,40.14331712743513,timeout
151,2.0,36.829568068678576,timeout
152,2.0,35.474323322833854,timeout
153,2.0,35.35726705381818,timeout
154,2.0,28.947296408836472,timeout
155,2.0,37.77732557528271,timeout
156,2.0,37.03374422955992,timeout
157,2.0,33.89563773433594,timeout
158,2.0,39.0759774989349,timeout
159,2.0,34.25890440003933,timeout
160,2.0,32.814527723161085,timeout
161,2.0,31.81626284410908,timeout
162,2.0,35.415375807873325,timeout
163,5.0,36.08107929884538,success
164,2.0,34.945115300851775,timeout
165,2.0,36.11171098915615,timeout
166,2.0,36.09278800365117,timeout
167,2.0,33.374849023147306,timeout
168,2.0,32.57948255157902,timeout
169,2.0,34.74333844698952,timeout
170,4.0,42.99270455735679,timeout
171,5.0,35.83995779278187,success
172,2.0,33.37593371397652,timeout
173,2.0,37.23286772126452,timeout
174,2.0,34.15669500320099,timeout
175,2.0,32.653036721575205,timeout
176,2.0,35.640597536405075,timeout
177,2.0,33.53461000049586,timeout
178,2.0,34.00394179023332,timeout
179,2.0,35.52877136694281,timeout
180,2.0,35.054550969263204,timeout
181,2.0,30.653697800293678,timeout
182,2.0,34.45988789752021,timeout
183,2.0,31.54204528261989,timeout
184,2.0,40.82913462704533,timeout
185,2.0,35.197258209498614,timeout
186,2.0,36.92264413568673,timeout
187,2.0,34.253329793863074,timeout
188,2.0,33.663008555132386,timeout
189,2.0,32.65215697129889,timeout
190,5.0,24.688952663084834,success
191,2.0,33.06041905610243,timeout
192,5.0,26.54018546040223,success
193,2.0,35.69252266427719,timeout
194,2.0,33.011887000155276,timeout
195,2.0,36.37341841837759,timeout
196,2.0,31.121197338000606,timeout
197,2.0,40.465323578631846,timeout
198,2.0,35.423744577620404,timeout
199,5.0,38.68079199437949,success
200,2.0,33.29532230758272,timeout
201,2.0,36.881136597446776,timeout
202,2.0,30.740914737157397,timeout
203,2.0,34.19779404834732,timeout
204,5.0,29.070500211641416,success
205,2.0,32.672303525980844,timeout
206,2.0,37.58000836535772,timeout
207,2.0,32.14281072357057,timeout
208,2.0,35.640896503801486,timeout
209,2.0,36.24929586473376,timeout
210,2.0,34.85751547699685,timeout
211,2.0,34.691436391628535,timeout
212,2.0,33.03802348510011,timeout
213,2.0,34.95993255332103,timeout
214,2.0,39.05911073748182,timeout
215,2.0,34.41225951669799,timeout
216,2.0,34.46652318458041,timeout
217,5.0,34.032208731391336,success
218,2.0,34.76397630489325,timeout
219,2.0,38.908949370203395,timeout
220,3.0,43.50966404356678,timeout
221,2.0,37.151958224640424,timeout
222,2.0,35.310077584158954,timeout
223,2.0,34.11541599024527,timeout
224,2.0,36.64398217663492,timeout
225,2.0,33.83484856885163,timeout
226,2.0,33.434415717662006,timeout
227,2.0,33.777449948728275,timeout
228,2.0,35.11178149278548,timeout
229,2.0,35.38038767239499,timeout
230,2.0,34.41250207467263,timeout
231,5.0,36.423256414439734,success
232,2.0,35.32938761863956,timeout
233,2.0,31.215900100130963,timeout
234,2.0,34.6300360199513,timeout
235,2.0,36.48014939844323,timeout
236,2.0,33.87295454034183,timeout
237,2.0,34.074283351995035,timeout
238,2.0,32.73171236406192,timeout
239,2.0,33.7193770430985,timeout
240,2.0,33.52844389652026,timeout
241,2.0,33.73151218967022,timeout
242,5.0,36.72269003827423,success
243,2.0,36.79483470509061,timeout
244,2.0,33.61719136583779,timeout
245,2.0,33.21626068093744,timeout
246,2.0,33.71420206437205,timeout
247,2.0,35.19451395422236,timeout
248,2.0,35.49913419533222,timeout
249,2.0,34.77673433854456,timeout
250,5.0,16.699547287455776,success
251,2.0,35.62976331027185,timeout
252,2.0,30.30556673457045,timeout
253,2.0,31.01119341607691,timeout
254,2.0,36.77270244159231,timeout
255,2.0,35.898330121098596,timeout
256,5.0,36.005454236991824,success
257,2.0,35.30445677767543,timeout
258,2.0,33.327096968048465,timeout
259,2.0,36.19421283431605,timeout
260,2.0,35.820861288168054,timeout
261,2.0,39.412485151709774,timeout
262,2.0,35.55622037388452,timeout
263,2.0,33.02104028709661,timeout
264,2.0,34.47334522262358,timeout
265,2.0,32.78068890919288,timeout
266,2.0,33.12338922300578,timeout
267,2.0,32.4638947480933,timeout
268,2.0,36.740566885272,timeout
269,2.0,34.98614959712187,timeout
270,2.0,33.959172269429,timeout
271,2.0,34.31462656782345,timeout
272,2.0,35.75743807701564,timeout
273,2.0,34.38521463056934,timeout
274,2.0,32.82495796936213,timeout
275,2.0,38.253450329569155,timeout
276,5.0,28.459310399534576,success
277,2.0,34.49752158627946,timeout
278,2.0,35.48837788527758,timeout
