episode,env_return,total_return,status
640,8.0,8.0,success
641,8.0,8.0,success
642,8.0,8.0,success
643,8.0,8.0,success
644,8.0,8.0,success
645,8.0,8.0,success
646,8.0,8.0,success
647,8.0,8.0,success
648,8.0,8.0,success
649,8.0,8.0,success
650,8.0,8.0,success
651,8.0,8.0,success
652,8.0,8.0,success
653,8.0,8.0,success
654,8.0,8.0,success
655,8.0,8.0,success
656,8.0,8.0,success
657,8.0,8.0,success
658,8.0,8.0,success
659,8.0,8.0,success
660,8.0,8.0,success
661,8.0,8.0,success
662,8.0,8.0,success
663,8.0,8.0,success
664,8.0,8.0,success
665,8.0,8.0,success
666,8.0,8.0,success
667,8.0,8.0,success
668,8.0,8.0,success
669,8.0,8.0,success
670,8.0,8.0,success
671,8.0,8.0,success
672,8.0,8.0,success
673,8.0,8.0,success
674,8.0,8.0,success
675,8.0,8.0,success
676,8.0,8.0,success
677,8.0,8.0,success
678,8.0,8.0,success
679,8.0,8.0,success
680,8.0,8.0,success
681,8.0,8.0,success
682,8.0,8.0,success
683,8.0,8.0,success
684,8.0,8.0,success
685,8.0,8.0,success
686,8.0,8.0,success
687,8.0,8.0,success
688,8.0,8.0,success
689,8.0,8.0,success
690,8.0,8.0,success
691,8.0,8.0,success
692,8.0,8.0,success
693,8.0,8.0,success
694,8.0,8.0,success
695,8.0,8.0,success
696,8.0,8.0,success
697,8.0,8.0,success
698,8.0,8.0,success
699,8.0,8.0,success
700,8.0,8.0,success
701,8.0,8.0,success
702,8.0,8.0,success
703,8.0,8.0,success
704,8.0,8.0,success
705,8.0,8.0,success
706,8.0,8.0,success
707,8.0,8.0,success
708,8.0,8.0,success
709,8.0,8.0,success
710,8.0,8.0,success
711,8.0,8.0,success
712,8.0,8.0,success
713,8.0,8.0,success
714,8.0,8.0,success
715,8.0,8.0,success
716,8.0,8.0,success
717,8.0,8.0,success
718,8.0,8.0,success
719,8.0,8.0,success
720,8.0,8.0,success
721,8.0,8.0,success
722,8.0,8.0,success
723,8.0,8.0,success
724,8.0,8.0,success
725,8.0,8.0,success
726,8.0,8.0,success
727,8.0,8.0,success
728,8.0,8.0,success
729,8.0,8.0,success
730,8.0,8.0,success
731,8.0,8.0,success
732,8.0,8.0,success
733,8.0,8.0,success
734,8.0,8.0,success
735,8.0,8.0,success
736,8.0,8.0,success
737,8.0,8.0,success
738,8.0,8.0,success
739,8.0,8.0,success
740,8.0,8.0,success
741,8.0,8.0,success
742,8.0,8.0,success
743,8.0,8.0,success
744,8.0,8.0,success
745,8.0,8.0,success
746,8.0,8.0,success
747,8.0,8.0,success
748,8.0,8.0,success
749,8.0,8.0,success
750,8.0,8.0,success
751,8.0,8.0,success
752,8.0,8.0,success
753,8.0,8.0,success
754,8.0,8.0,success
755,8.0,8.0,success
756,8.0,8.0,success
757,8.0,8.0,success
758,8.0,8.0,success
759,8.0,8.0,success
760,8.0,8.0,success
761,8.0,8.0,success
762,8.0,8.0,success
763,8.0,8.0,success
764,8.0,8.0,success
765,8.0,8.0,success
766,8.0,8.0,success
767,8.0,8.0,success
768,8.0,8.0,success
769,8.0,8.0,success
770,8.0,8.0,success
771,8.0,8.0,success
772,8.0,8.0,success
773,8.0,8.0,success
774,8.0,8.0,success
775,8.0,8.0,success
776,8.0,8.0,success
777,8.0,8.0,success
778,8.0,8.0,success
779,8.0,8.0,success
780,8.0,8.0,success
781,8.0,8.0,success
782,8.0,8.0,success
783,8.0,8.0,success
784,8.0,8.0,success
785,8.0,8.0,success
786,8.0,8.0,success
787,8.0,8.0,success
788,8.0,8.0,success
789,8.0,8.0,success
790,8.0,8.0,success
791,8.0,8.0,success
792,8.0,8.0,success
793,8.0,8.0,success
794,8.0,8.0,success
795,8.0,8.0,success
796,8.0,8.0,success
797,8.0,8.0,success
798,8.0,8.0,success
799,8.0,8.0,success
800,8.0,8.0,success
801,8.0,8.0,success
802,8.0,8.0,success
803,8.0,8.0,success
804,8.0,8.0,success
805,8.0,8.0,success
806,8.0,8.0,success
807,8.0,8.0,success
808,8.0,8.0,success
809,8.0,8.0,success
810,8.0,8.0,success
811,8.0,8.0,success
812,8.0,8.0,success
813,8.0,8.0,success
814,8.0,8.0,success
815,8.0,8.0,success
816,8.0,8.0,success
817,8.0,8.0,success
818,8.0,8.0,success
819,8.0,8.0,success
820,8.0,8.0,success
821,8.0,8.0,success
822,8.0,8.0,success
823,8.0,8.0,success
824,8.0,8.0,success
825,8.0,8.0,success
826,8.0,8.0,success
827,8.0,8.0,success
828,8.0,8.0,success
829,8.0,8.0,success
830,8.0,8.0,success
831,8.0,8.0,success
832,8.0,8.0,success
833,8.0,8.0,success
834,8.0,8.0,success
835,8.0,8.0,success
836,8.0,8.0,success
837,8.0,8.0,success
838,8.0,8.0,success
839,8.0,8.0,success
840,8.0,8.0,success
841,8.0,8.0,success
842,8.0,8.0,success
843,8.0,8.0,success
844,8.0,8.0,success
845,8.0,8.0,success
846,8.0,8.0,success
847,8.0,8.0,success
848,8.0,8.0,success
849,8.0,8.0,success
850,8.0,8.0,success
851,8.0,8.0,success
852,8.0,8.0,success
853,8.0,8.0,success
854,8.0,8.0,success
855,8.0,8.0,success
856,8.0,8.0,success
857,8.0,8.0,success
858,8.0,8.0,success
859,8.0,8.0,success
860,8.0,8.0,success
861,8.0,8.0,success
862,8.0,8.0,success
863,8.0,8.0,success
864,8.0,8.0,success
865,8.0,8.0,success
866,8.0,8.0,success
867,8.0,8.0,success
868,8.0,8.0,success
869,8.0,8.0,success
870,8.0,8.0,success
871,8.0,8.0,success
872,8.0,8.0,success
873,8.0,8.0,success
874,8.0,8.0,success
875,8.0,8.0,success
876,8.0,8.0,success
877,8.0,8.0,success
878,8.0,8.0,success
879,8.0,8.0,success
880,8.0,8.0,success
881,8.0,8.0,success
882,8.0,8.0,success
883,8.0,8.0,success
884,8.0,8.0,success
885,8.0,8.0,success
886,8.0,8.0,success
887,8.0,8.0,success
888,8.0,8.0,success
889,8.0,8.0,success
890,8.0,8.0,success
891,8.0,8.0,success
892,8.0,8.0,success
893,8.0,8.0,success
894,8.0,8.0,success
895,8.0,8.0,success
896,8.0,8.0,success
897,8.0,8.0,success
898,8.0,8.0,success
899,8.0,8.0,success
900,8.0,8.0,success
901,8.0,8.0,success
902,8.0,8.0,success
903,8.0,8.0,success
904,8.0,8.0,success
905,8.0,8.0,success
906,8.0,8.0,success
907,8.0,8.0,success
908,8.0,8.0,success
909,8.0,8.0,success
910,8.0,8.0,success
911,8.0,8.0,success
912,8.0,8.0,success
913,8.0,8.0,success
914,8.0,8.0,success
915,8.0,8.0,success
916,8.0,8.0,success
917,8.0,8.0,success
918,8.0,8.0,success
919,8.0,8.0,success
920,8.0,8.0,success
921,8.0,8.0,success
922,8.0,8.0,success
923,8.0,8.0,success
924,8.0,8.0,success
925,8.0,8.0,success
926,8.0,8.0,success
927,8.0,8.0,success
928,8.0,8.0,success
929,8.0,8.0,success
930,8.0,8.0,success
931,8.0,8.0,success
932,8.0,8.0,success
933,8.0,8.0,success
934,8.0,8.0,success
935,8.0,8.0,success
936,8.0,8.0,success
937,8.0,8.0,success
938,8.0,8.0,success
939,8.0,8.0,success
940,8.0,8.0,success
941,8.0,8.0,success
942,8.0,8.0,success
943,8.0,8.0,success
944,8.0,8.0,success
945,8.0,8.0,success
946,8.0,8.0,success
947,8.0,8.0,success
948,8.0,8.0,success
949,8.0,8.0,success
950,8.0,8.0,success
951,8.0,8.0,success
952,8.0,8.0,success
953,8.0,8.0,success
954,8.0,8.0,success
955,8.0,8.0,success
956,8.0,8.0,success
957,8.0,8.0,success
958,8.0,8.0,success
959,8.0,8.0,success
960,8.0,8.0,success
961,8.0,8.0,success
962,8.0,8.0,success
963,8.0,8.0,success
964,8.0,8.0,success
965,8.0,8.0,success
966,8.0,8.0,success
967,8.0,8.0,success
968,8.0,8.0,success
969,8.0,8.0,success
970,8.0,8.0,success
971,8.0,8.0,success
972,8.0,8.0,success
973,8.0,8.0,success
974,8.0,8.0,success
975,8.0,8.0,success
976,8.0,8.0,success
977,8.0,8.0,success
978,8.0,8.0,success
979,8.0,8.0,success
980,8.0,8.0,success
981,8.0,8.0,success
982,8.0,8.0,success
983,8.0,8.0,success
984,8.0,8.0,success
985,8.0,8.0,success
986,8.0,8.0,success
987,8.0,8.0,success
988,8.0,8.0,success
989,8.0,8.0,success
990,8.0,8.0,success
991,8.0,8.0,success
992,8.0,8.0,success
993,8.0,8.0,success
994,8.0,8.0,success
995,8.0,8.0,success
996,8.0,8.0,success
997,8.0,8.0,success
